LD1,LD2,LD3,Class
2.35509556097333,-4.005597806431134,-1.6163263634992477,5
2.5903816477762907,-2.3489491739803854,0.9487939208383431,5
2.7829902481047597,-3.705247365140382,-1.602485702445446,5
1.95874665649415,-2.7246051102722846,-0.4851493955656825,5
0.9743504839730481,-3.673721834061055,0.8798825708072493,5
2.0716260400078106,-3.6860298807562377,-1.1123066845128655,5
2.9627364072072493,-2.1241716387347704,0.052603459193311726,5
1.4943806438173972,-4.064468822044458,-1.2835948151465832,5
1.7574489065077743,-3.685910370336001,-1.093020038756382,5
2.1755185117015112,-4.0008490702949455,-1.6697760649461508,5
1.6809610968971196,-3.6559700099162677,-0.991823744230187,5
1.3015548553483378,-3.57720800575808,-0.18206839019539128,5
1.650495010155711,-3.817942229026872,-1.0822654150953988,5
2.053658350141164,-3.6106940034421315,-1.1525220879385607,5
1.4806215682309198,-3.665933643277559,-0.5047329512599394,5
1.1973368154125397,-3.9384728770309048,-0.8890609409528212,5
1.913466907327208,-3.544303561512923,-1.0529795696699544,5
1.5835762284377979,-3.822823298844506,-1.1702041019811038,5
1.2804882232610582,-3.8367461567359897,-0.6311450509571288,5
1.6110573325045288,-4.176096964393727,-1.4766017993229221,5
2.2980366011598403,-4.065224176431359,-1.7929643382060196,5
1.1606806854904836,-4.058342177751066,-0.8051731886587219,5
2.850640799415047,-2.1445982254631404,-0.42319206371203166,5
2.7800005784636896,-3.1634074640505747,-0.25906962032083153,5
2.523458598165509,-3.2597535874349144,0.12275289375697424,5
1.454873279756859,-3.233470166061204,0.4850164138889039,5
1.8485485258785788,-3.2237697272805628,-0.6842858089234676,5
2.059927016417789,-3.930275015113513,-1.5587589294622577,5
2.609043462710016,-3.2853548695913366,-1.421953788875254,5
2.484101706251252,-3.942545398842917,-1.5926365175131638,5
1.4621103434676344,-3.4537614128579066,-0.2736014510006251,5
3.370593042927332,-2.6959201666594614,-1.2394103272699806,5
2.96076396532856,-3.099094476741662,-1.0174950611735443,5
1.0018652368179937,-4.190718220877662,-1.166103034749459,5
0.9741025011237059,-4.017608868025612,-0.48857812374722137,5
1.0401500838134266,-3.837759592878846,-0.19331026777671806,5
1.548618427587638,-3.019455248582069,0.4069101877584997,5
1.5725133318450077,-3.2084825193700466,0.13733580563031683,5
2.505210592260528,-3.5005795282416035,-0.4136643966698266,5
2.498396025486526,-3.8360892617118547,-1.638445613363964,5
1.4947436776586245,-3.5134273644394933,-0.6867140084875518,5
1.0207436713872142,-4.142229259584499,-0.9234540281108701,5
2.8329130944672696,-2.763425075035196,0.363578074418592,5
3.210147388481948,-2.77717531374632,-1.1884333161305498,5
2.5535669333614206,-3.6836892040662352,-1.688292468982353,5
1.6959725291230219,-3.5053463884530904,-0.9340998846014529,5
2.59190371549881,-3.215724047230012,-1.2528540569034625,5
2.663495000677116,-3.329132279793723,-1.4875263265136764,5
2.7335825862124006,-2.7758215770645633,-0.9977316493084123,5
1.7817863699223075,-4.062007168817951,-1.587375655055246,5
2.1903179237761474,-3.4323990238816013,-1.2165669150444913,5
2.5566463426015775,-3.516870246321691,-1.526346565116579,5
1.1493118985431081,-3.914841492866025,-1.1384750453175871,5
1.2109668406108516,-3.8511862637353738,-0.9045803701653901,5
2.1874522384760016,-3.515881873306787,-1.307269750185114,5
2.280675490712153,-3.3271971069695243,-1.1830385873989808,5
3.1130117073408394,-2.507692727128279,-0.7885992084146842,5
1.1615109754741548,-4.258988685721513,-1.3543388988988239,5
1.7341370566209025,-3.6182358038494167,-1.137459259306917,5
2.7536226499381793,-3.5061949847302807,-1.6492943831305893,5
1.7128635019069798,-3.82358997638208,-1.4138038444702001,5
1.894459435518668,-3.7801565324626263,-1.376085083714252,5
1.902498966004352,-3.553841457577362,-1.146289283230669,5
3.0886681431109984,-2.7515317343283887,-1.3959568832135238,5
2.731024641514972,-3.3917493811966124,-1.259649178660304,5
2.3805422816230717,-3.792196261951238,-1.7892443936353357,5
1.591271810179212,-3.105604209450615,-0.40734932926115525,5
2.234058379565963,-3.6574735766181092,-0.3027527106623099,5
2.5037315321021083,-3.635050641102734,-1.7451399831032404,5
2.2986675019777443,-3.5837092397748767,-1.5327974169114482,5
1.6004325813405633,-3.1005746878007376,0.20974589250171632,5
1.3458839791177248,-3.252500913794522,0.30457462221015813,5
2.2527902203270633,-3.331450098318172,-1.1923410781213628,5
1.158752198696832,-4.0285666129975075,-1.2334682591252846,5
2.2832325181925572,-3.7668138235535964,-1.7870267467125904,5
1.9954754696264112,-3.6242719364927205,-1.3594546057474448,5
1.329800725632984,-3.888767687168989,-1.1519974098053314,5
1.774541888736382,-3.5518392992391488,-1.0966697052025156,5
1.7665747666800642,-2.9638826212950797,-0.2634627631473366,5
2.6600698837215404,-3.2367680982692457,-0.8014927960541222,5
1.3724144803769311,-3.7249179320872066,-1.0780102680464883,5
2.7174131419369814,-3.3303182138102088,-1.463348922852202,5
1.8172843111617287,-2.86057534325581,-0.3943828222598729,5
2.3649428659309994,-3.5428277661453476,-1.5984291489588929,5
1.984554340335106,-2.9939967571673134,-0.826023989733454,5
1.739892059375999,-2.198215535416749,1.8441583505850123,5
3.73428424557625,-1.9121110322768191,-0.9226101358840385,5
3.0019436143865055,-2.5526781130344145,-0.992026005198599,5
2.4583349188943564,-2.92702060446123,-1.052969296693478,5
2.664916735102682,-3.094810813310551,-1.2778548216249994,5
1.8039289868025767,-3.8653409127671705,-1.5005900950382907,5
2.078277389113803,-3.6717440600468625,-1.5432848756497615,5
1.4140227396702056,-3.332242842699436,-0.4976320243553625,5
2.011754321625101,-3.739778937473853,-1.4535929845658173,5
2.0496558468829993,-3.147231255337359,-0.8847451710302486,5
2.229277538143023,-3.7077979665645797,-0.4280675951078605,5
1.2360219876506067,-4.057183013848448,-1.282544269149741,5
1.4338768362996395,-3.1674241831318946,-0.04064277277537758,5
2.3375090416485516,-3.8228323949197556,-1.6073251369983481,5
1.2452869656412429,-4.167888555140764,-1.4650499797135166,5
1.4107690679588156,-3.9581300369806898,-1.3019589309440232,5
3.119626793444961,-2.722783577552246,-0.10031552005067079,5
1.386917771744045,-3.8541328792298093,-1.184799919221358,5
2.5475979589946376,-3.3873209001183766,-0.7448819548978628,5
1.2155450713162694,-2.6673858909302477,1.5175812640773505,5
2.429269161921495,-3.632245470035359,-1.078463914806449,5
1.191535642041352,-3.5064466501995164,-0.1593075506973088,5
3.715495111864117,-1.6865947580834144,0.44390800555905086,5
2.9135621576488315,-2.978092631315922,-1.1533156185024793,5
2.309801971182258,-3.064836387605259,-1.1211622863832917,5
2.388573944874671,-2.90486408072719,-0.8368827931153675,5
1.5783874335491788,-3.9816809041410166,-1.4831914640703305,5
1.868070702259495,-2.6471659517121693,-0.3106487560664806,5
2.2744081947645127,-3.6217810763106484,-0.9623857069868806,5
2.106717215089343,-3.4948303360186492,-1.4263352462001508,5
1.4113005769852096,-3.675316452911393,-1.1675578318191007,5
1.394644957737542,-3.501240745230552,-0.9253655318220364,5
0.9115371646391472,-3.935809222047294,-0.7095508845298562,5
1.7138321306543425,-3.7529537335522045,-1.345107422974653,5
2.773276647773722,-3.2265374905137,-1.6366965776505737,5
2.3597510714242076,-3.6533249929604166,-1.5257987152540815,5
1.4272303717824113,-3.2676842820608063,-0.4037684366065131,5
1.743372727807987,-3.8244391322406797,-1.4558787958013466,5
1.5187852177901215,-3.9396417043955796,-1.426319245937443,5
2.2524970406550766,-3.38485122493933,-1.391966717668557,5
0.8770732186794397,-3.800561912244456,-0.5226046470376695,5
1.75901748719405,-3.698422336266142,-1.3079220793923505,5
2.330915438644988,-3.744957827500372,-1.805486630284298,5
0.9906746374537794,-3.763084575316705,-0.37017504583903055,5
2.2320170310165053,-3.7571306983856423,-1.761314854971169,5
1.5117188263743484,-3.571942103706832,-1.180650237614932,5
0.758393586626894,-3.42332127114923,0.7858562786311887,5
2.7619000103502973,-3.1921029996247765,-1.5262034486563711,5
1.9283672088521078,-3.4041651421464842,-1.1905130465632223,5
0.9499406541562707,-3.9377135182151677,-1.0651173500874815,5
1.3879953376660041,-3.8672002985862646,-1.3260060029359964,5
2.1491459219053692,-1.6690814527075075,1.5547694172695468,5
1.6025844583421183,-3.238445442933967,-0.8385414680641932,5
1.0141325975520972,-3.4746384539955324,0.14080357370249658,5
1.977477243273061,-3.2752503104338704,-1.1138835096854647,5
1.724965793270523,-3.641780616230416,-1.223687029192147,5
2.4518574210524418,-3.58065850436023,-1.2839845003213248,5
